,紧急程度,问题汇总,问题汇总_jieba,jieba,0
180,重要,lv连续两次实验液面探测故障，一次pku第一板，一次17ohp第三板故障：1、lv连续两次实验液面探测故障，一次pku第一板，一次17ohp第三板2、电梯Z向编码器误差过大的问题,lv 连续 两次 实验 液面 探测 故障 一次 pku 第一 板 一次 17ohp 第三 板 故障 lv 连续 两次 实验 液面 探测 故障 一次 pku 第一 板 一次 17ohp 第三 板 电梯 Z 编码器 误差 过大 问题 ,lv 连续 两次 实验 液面 探测 故障 一次 pku 第一 板 一次 17ohp 第三 板 故障 lv 连续 两次 实验 液面 探测 故障 一次 pku 第一 板 一次 17ohp 第三 板 电梯 Z 编码器 误差 过大 问题 lv 液面 探测 问题 lv 管路 清洗 消毒 发现 lv 注射器 异响 马达 螺纹 杆 润滑 整个 lv 枪体 拆开 清洁 垫片 清洁 传感器 固定 处 密封 排除 漏气 可能性 反复 气密性 测试 正常 范围 电梯 编码器 问题 上次 调节 连续 两周 实验 报错 log 显示 误差 最大 + 62 调整 皮带 吊 重块 相对 位置 保证 抓手 盘 上升 顶端 调整 辅助 杆 吊 重块 相对 位置 减小 摩擦阻力 调整 上端 皮带轮 皮带 相对 位置 保证 皮带 运行 期间 避免 皮带轮 边缘 接触 阻力 增大 grabber 抓手 机械 结构 润滑 长短 皮带 松紧度 反复 调整 每次 调整 进行 长时间 shuffle 测试 测试 值 保证 ± 以内 跟踪 24 板 实验 正常 ,0.6663727436521633
181,无要求,1235设备温控风扇异响，需要检查。建议顺便执行120巡检。,1235 设备 温控风扇 异响 需要 检查 建议 顺便 执行 120 巡检 ,1235 设备 温控风扇 异响 需要 检查 建议 顺便 执行 120 巡检 现场 发现 无异 响 上方 风扇 已经 停止 工作 进入 services 检查 帕尔帖 工作 状态 正常 拆开 仪器 发现 风扇 线 压住 已经 接触不良 重新安装 开机 发出 异响 更换 新 风扇 测试 正常 ,0.67442951773454
182,无要求,GSP设备报满溢问题，需要上门处理GSP报满溢故障,GSP 设备 报 满溢 问题 需要 上门 处理 GSP 报 满溢 故障 ,GSP 设备 报 满溢 问题 需要 上门 处理 GSP 报 满溢 故障 . 废液 泵 PU1 蠕动 破裂 废液 流入 overflowsink 导致 满溢 报警 . 更换 年度维护 包 配件 . 重新启动 测试 正常 实验 正常 ,0.6415997151514248
183,无要求,客户反映洗板过程中，注水针会打出很多气泡，可能为管路哪里漏气洗板头堵住,客户 反映 洗板 过程中 注水 针会 打出 很多 气泡 可能 管路 漏气 洗板 头 堵住 ,客户 反映 洗板 过程中 注水 针会 打出 很多 气泡 可能 管路 漏气 洗板 头 堵住 科室 老师 清洁 洗板 头 上心 一个 男 老师 愿意 学习 ,0.4685261897851495
184,无要求,1235无法识别板条，需要对传感器进行短接板条传感器偶发性故障；3号注射器管有气泡；,1235 无法 识别 板条 需要 传感器 进行 短接 板条 传感器 偶发性 故障 号 注射器 气泡 ,1235 无法 识别 板条 需要 传感器 进行 短接 板条 传感器 偶发性 故障 号 注射器 气泡 客户 描述 进行 板条 测试 多次 测试 中仅 一次 出现 板条 误报 重新 拔 插 传感器 接口 尚未 出现 问题 进行 TSH 实验 模拟 未 出现 问题 怀疑 偶发 状况 客户 商量 跳线 帽 留给 客户 告知 更换 方法 1297 注满 管路 时 号 注射器 大量 气泡 随即 更换 号 注射器 号 注射器 进行 fill 操作 暂未 出现 气泡 ,0.6813941828926288
185,重要,协同区域销售市场进行120设备问题巡检更换rinse管路。,协同 区域 销售市场 进行 120 设备 问题 巡检 更换 rinse 管路 ,协同 区域 销售市场 进行 120 设备 问题 巡检 更换 rinse 管路 管路 匹配 裁剪 安装 做 测试 洗涤 工作 正常 更换 完成 ,0.4391952605279229
186,重要,协同区域销售市场进行120设备问题巡检4号模块洗涤过程中报找不到液体。,协同 区域 销售市场 进行 120 设备 问题 巡检 号 模块 洗涤 过程中 报找 不到 液体 ,协同 区域 销售市场 进行 120 设备 问题 巡检 号 模块 洗涤 过程中 报找 不到 液体 没有 看到 报警 信息 客户 描述 以往 维修 经验 检查 四号 模块 清洁 管路 针等 配件 做 测试 观察 实验 均 问题 问题 经常出现 需 后续 观察 ,0.7216279753676842
187,重要,GSL-120扫描原位羊水时玻片多跳片,GSL - 120 扫描 原位 羊水 时 玻片 跳片 ,GSL - 120 扫描 原位 羊水 时 玻片 跳片 检查 发现 聚光镜 转换器 电机 移动 困难 灯泡 问题 新 GSL120 对换 聚光镜 装换器 更换 灯泡 两台 120 做明场 校准 模板 对焦 问题解决 ,0.5437046258799489
188,重要,TIC图形一直会偶发性出现轻微锯齿状，更换了备用转子后，问题略有好转，但偶尔还是会出现,TIC 图形 一直 会 偶发性 出现 轻微 锯齿状 更换 备用 转子 问题 略有 好转 偶尔 会 出现 ,TIC 图形 一直 会 偶发性 出现 轻微 锯齿状 更换 备用 转子 问题 略有 好转 偶尔 会 出现 . 上门 进 PEG 发现 质谱 峰 出现 严重 中空 现象 锯齿 明显 . Probe 靠近 锥 孔太近 调远 拆 毛细管 感觉 并未 拧紧 更换 新 衬管 套圈 重装 毛细管 再进 PEG 峰型 恢复正常 . 重新 调谐 质谱 分辨率 质量数 Intellistart 自动调谐 . 更换 新 转子 上机 测试 前 几个 样本 图形 没有 明显 毛刺 好看 清洗 打磨 锥 孔后 再次 上机 测试 . 调用 负离子 模式 测试 复溶板 响应 5e6 左右 过夜 测试 两块 板 次日 未 出现 锯齿状 TIC ,0.5585590137395374
189,重要,P9报错，无法检测到打孔头组件无法检测到打孔头组件,P9 报错 无法 检测 打孔 头 组件 无法 检测 打孔 头 组件 ,P9 报错 无法 检测 打孔 头 组件 无法 检测 打孔 头 组件 打孔 测试 发现 一次 空 报错 打孔 头 拆下来 清洁 安装 报错 更换 打孔 头 检测 连接 金属 头 安装 回去 测试 多次 打孔 正常 ,0.6129076713990482
190,重要,KM1主机无法新建case,KM1 主机 无法 新建 case ,KM1 主机 无法 新建 case 查看 km1 主机 主机 cyto5 没有 数据库 新 120 仪器 同一个 工作组 cyto5 主机 新建 案例 会 报错 打开 案例 看到 cyto1 主机 数据库 case 不能 打开 cyto5 工作组 电脑 相互 ping 通 电脑 访问 cyto5 主机 共享 文件 cyto5 不能 访问 主机 报错 百度 搜索 方法 试 不能 解决 放弃 cyto5 访问 cyto1 case 方法 一种 方法 cyto5 建立 数据库 KM1 复查 玻片 新建 case 电脑 分析 电脑 运行 软件 安装包 serversetup 进行 安装 数据库 新建 cases 运行 clientconfiguration 时 casebase sql 连不上 数据库 问题 问 老 杨后 知道 安装 完 数据库 需 安装包 chrom2 . sql 文件 导入 数据库 运行 刷新 正常 使用 casebase 连接 不上 问题 最后 发现 cases 文件夹 共享 设置 permission 设置 fullcontrol change 没有 勾 导致 权限 不够 cyto5 新建 case 问题 已经 解决 之后 老 杨 一起 探讨 cyto5 不能 访问 电脑 问题 尝试 没 解决 ,0.6845397176350626
191,重要,打孔头报错打孔报错血片探测器发生故障,打孔 头 报错 打孔 报错 血片 探测器 发生 故障 ,打孔 头 报错 打孔 报错 血片 探测器 发生 故障 上周 更换 连接 板过 一周 报错 判断 连接 板 无关 应该 清洁 问题 打孔 头 内部 拆开 四个 对射 传感器 部件 彻底 清洁 安装 回去 测试 打孔 正常 旧 连接 板 换回去 测试 打孔 正常 校准 位置 测试 打孔 正常 ,0.6499932339796686
192,无要求,上次损坏的主板医院自行拿去维修，已修复完成，前往更换测试,上次 损坏 主板 医院 自行 维修 修复 完成 前往 更换 测试 ,上次 损坏 主板 医院 自行 维修 修复 完成 前往 更换 测试 仪器 卸 真空 关机 设备 科 维修 主板 换上 质谱 开机 尝试 建立 通讯 连接 质谱 epc 工作站 时 持续性 报 requesttimedout . 现象 维修 主板 之前 一模一样 判定 主板 维修 失败 建议 送 厂家 维修 更换 主板 质谱 换上 原 主板 通讯 正常 隔夜 抽 真空 做 复溶板 测试 异常现象 ,0.7539937595511906
193,无要求,仪器扫片时报警无法unload架子，初步判断为Y方向传感器故障仪器实验时，unload架子时报错,仪器 扫 片时 报警 无法 unload 架子 初步判断 Y 方向 传感器 故障 仪器 实验 时 unload 架子 时报 错 ,仪器 扫 片时 报警 无法 unload 架子 初步判断 Y 方向 传感器 故障 仪器 实验 时 unload 架子 时报 错 unload 架子 时 载物台 X 方向 移动 到位 Y 方向 移动 一半 时报 错 远程 排查 中 初步判断 Y 方向 传感器 错误 手动 移动 载物台 顺畅 检查 Y 方向 传感器 接线 没有 油污 检查 接线 无虚焊 更换 传感器 测试 swap 测试 中 发现 问题 存在 Y 移动 时 载物台 架子 卡扣 碰到 cassette 时 电机 受阻 偶尔 会 停止 运动 对换 XY 控制板 sub - x 控制板 测试 问题 存在 怀疑 电机 轴 问题 载物台 放到 另一台 120 测试 问题 依然 出现 等待 后续 更换 载物台 ,0.7369154129861859
194,无要求,AMDS结果无法传到分析电脑扫描仪结果无法传输到分析电脑,AMDS 无法 传到 分析 电脑 扫描仪 无法 传输 分析 电脑 ,AMDS 无法 传到 分析 电脑 扫描仪 无法 传输 分析 电脑 客户 反应 AMDS 扫描 有时候 无法 传输 分析 电脑 端 了解 前期 重装 AMDS 电脑系统 更换 防火墙 怀疑 分析 电脑 问题 分析 电脑 端 恢复 系统 另加 一张 网卡 连接 AMDS 系统 测试 传输 正常 后续 继续 观察 ,0.7573134024962307
195,无要求,CMA工作站扫描结果偶尔无法传输到分析电脑,CMA 工作站 扫描 偶尔 无法 传输 分析 电脑 ,CMA 工作站 扫描 偶尔 无法 传输 分析 电脑 更换 防火墙 目前 SONICWALL 原先 checkpointfirewall 更换 工作站 电脑 防火墙 防火墙 分析 电脑 网线 Testconnection 正常 复制 黏贴 压力 测试 正常 扫描 芯片 测试 传输 正常 需 持续 观察 原 防火墙 公司 旧 防火墙 订购 一个 新 更换 测试 ,0.7383547782252561
196,无要求,仪器在加质控时戳到底部,仪器 加 质控 时 戳 底部 ,仪器 加 质控 时 戳 底部 查看 历史记录 发现 时 号针 加高 质控 时 触底 查看 针 表明 没 明显 刮痕 位置 应该 正常 进行 液面 探测 发现 号针 偶尔 会 触底 号 换 号 换 排查 针 问题 内部 电容 感应 问题 反复 测试 100 多遍 没 重现 触底 现象 后续 需 跟踪 实验 判断 针 臂 问题 ,0.7023201781964575
197,无要求,实验加样时，2好针报clot，加样针有歪斜实验中二号加样针报clot，实验老师反应加样针有歪斜,实验 加样 时 针报 clot 加样针 歪斜 实验 中 二号 加样针 报 clot 实验 老师 反应 加样针 歪斜 ,实验 加样 时 针报 clot 加样针 歪斜 实验 中 二号 加样针 报 clot 实验 老师 反应 加样针 歪斜 检查 加样针 四根 针均 歪斜 号 三号 明显 检查 历史纪录 近期 撞针 报警 询问 实验 老师 没有 发现 撞针 现象 加样针 校直 坐标 校准 位置 液面 探测 测试 正常 下周 实验 继续 观察 ,0.6790938635627916
198,重要,更换加样针模块读码器加样模块读码器经常读码故障,更换 加样针 模块 读码器 加样模块 读码器 经常 读码 故障 ,更换 加样针 模块 读码器 加样模块 读码器 经常 读码 故障 试剂仓 模块 读码器 对换 测试 确认 读码器 问题 等待 新 读码器 更换 调整 读码器 位置 坐标 反复 测试 读码 正常 ,0.6049679765566588
199,无要求,"产筛UE3项目，会报板条过高警告,点击igonre后可继续测量，不影响实验。","产筛 UE3 项目 会 报 板条 过高 警告 , 点击 igonre 继续 测量 影响 实验 ","产筛 UE3 项目 会 报 板条 过高 警告 , 点击 igonre 继续 测量 影响 实验 到达 现场 测试 发现 每次 UE3 板 进板 时 会 提示 板条 过高 板 正常 Service 模式 校准 板 进行 Platecheck 自动 校准 问题 依旧 尝试 纸垫 高校 准板 进行 校准 多次 尝试 垫 高校 准 问题 依旧 检查 UE3 板 该板 板多 一个 板框 板框 四边 四个 角卡主 板框 下去 太深 四个 角会 突出 进板 时 会 报 板条 过高 板框 四个 角 齐平 进板 报错 总结 进板 检查 板条 高度 时 保证 两 边缘 高度 大于 中间 高度 不会 报错 中间 突起 会 报错 板条 过高 UE3 特有 板框 下过 深 会 四个 角 冒出来 误报 板条 过高 ",0.6137691937161552
200,无要求,客户反映新的120捕获核型位置还是偏，需要上门检查问题新120最近一直有频繁跳片的情况,客户 反映 新 120 捕获 核型 位置 偏 需要 上门 检查 问题 新 120 最近 一直 频繁 跳片 情况 ,客户 反映 新 120 捕获 核型 位置 偏 需要 上门 检查 问题 新 120 最近 一直 频繁 跳片 情况 不同 120 玻片 架 不可 混用 厚度 一定 偏差 ,0.3809728431841499
201,无要求,更换一个TIA传感器AirDryer内TIA温度传感器故障。,更换 一个 TIA 传感器 AirDryer TIA 温度传感器 故障 ,更换 一个 TIA 传感器 AirDryer TIA 温度传感器 故障 EventLog AirDryerDrive 持续 报错 Sensorisoutofrange Coolsideheatsink = 125.9 ℃ 检查 AirDryerDrive 内部 异常 确定 TIA 温度传感器 故障 反馈 温度 异常 关机 取下 Airdry 更换 TIA 温度传感器 开机 温度 反馈 正常 EventLog 报错 消失 ,0.7159965919230742
202,无要求,1.客户反映仪器经常跳片2.协助销售产前筛查软件近一个月经常发生跳片和白片的情况。,. 客户 反映 仪器 经常 跳片 . 协助 销售 产 前 筛查 软件 近 一个月 经常 发生 跳片 白片 情况 ,. 客户 反映 仪器 经常 跳片 . 协助 销售 产 前 筛查 软件 近 一个月 经常 发生 跳片 白片 情况 . 检查 发现 载物台 轻微 下沉 导致 对焦 失败 调整 重新 校准 显微镜 . 培训 扫描 模板 中 玻片 对焦 流程 . 观察 扫描 过程 确认 白片 问题 油量 不足 导致 清洁 疏通 加油 臂 管路 中 过滤器 问题解决 . 跟踪 拍摄 120 片 正常 ,0.511806078274289
203,重要,TSH项目荧光低，LV枪吸到气泡，HV取cap误认为是瓶盖，软件升级，客户培训。此流程为厂家上门菏泽妇幼GSP荧光值低&LV枪报错等厂家上门,TSH 项目 荧光 低 LV 枪 吸到 气泡 HV 取 cap 误认为 瓶盖 软件 升级 客户 培训 流程 厂家 上门 菏泽 妇幼 GSP 荧光值 低 & LV 枪 报错 厂家 上门 ,"TSH 项目 荧光 低 LV 枪 吸到 气泡 HV 取 cap 误认为 瓶盖 软件 升级 客户 培训 流程 厂家 上门 菏泽 妇幼 GSP 荧光值 低 & LV 枪 报错 厂家 上门 TSH 荧光值 偏低 问题 处理 : 测里 单元 EU 校准 89W 99w , 光 路 检测 正常 Bulkdispenser 加注 位置 偏左 , 存在 溅出 液滴 情况 , 校准 打孔 钳 3.0 mm 更换 3.2 mn 规格 调试 Testkittests 测试 曲线 分析 正常 , 特别 lvtestcv 需 小于 1.6% , 目前 1.44% 变为 1.03% , ; 目前 各项 实验 均 恢复正常 2.4 月 10 日 发生 LV 吸到 气泡 情况 HV 取 cap 误认为 瓶盖 故障 处理 : LV 试剂枪 位置 检查 , 拆解 密封垫 传感器 枪体 部件 保养 清洁 , 试剂枪 液路 管路 清洁 , 扁平 信号线 重新 紧固 连接 , reagentmodule 参数 重新 校准 气密性 测试 次 3.1 . 4.6 软件 升级 作业 . 上机 测试 16 块板 测试 正常 . 客户 PKU 试剂 置 实验 流程 细节 进一步 交流 培训 ",0.6781710275331172
204,无要求,客户反应拍片有杂质，远程确定是CCD上有灰尘，需清洁。客户反应拍片有杂质,客户 反应 拍片 杂质 远程 确定 CCD 灰尘 需 清洁 客户 反应 拍片 杂质 ,客户 反应 拍片 杂质 远程 确定 CCD 灰尘 需 清洁 客户 反应 拍片 杂质 ccd 灰尘 主要 10 倍镜 两 镜片 中间 存在 灰尘 无法 清理 影响 使用 ,0.393877164139922
205,无要求,BOBS吸样无微球计数,BOBS 吸样 微球 计数 ,BOBS 吸样 微球 计数 判断 问题 仪器 两年 未 使用 管路 结晶 导致 三通阀 损坏 更换 三通阀 年度维护 包 排空 设备 管路 （ 报错 SD ） 长时间 灌水 浸泡 后换 新鞘液 校准 激光 校准 性能验证 CV 值 良好 ,0.6068077438185585
